VNUM	LOCALE_NAME
901	ÖÜíôáóìá
902	Ìïëõóìİíï Óêõëß
903	Ëåğñüò ¢íèñùğïò
904	Ëåğñüò ÎéöïìÜ÷ïò
905	Ëåğñüò ÁêïíôéóôŞò
906	Ëåğñüò Ôïîüôçò
907	Ëåğñüò Áñ÷çãüò
931	Áãñéï ÖÜíôáóìá
932	Áãñéï Ìïëõóìİíï Óêõëß
933	Áãñéïò Ëåğñüò Áíèñùğïò
934	Áãñéïò Ëåğñüò ÎéöïìÜ÷ïò
935	Áãñéïò Ëåğñüò ÁêïíôéóôŞò
936	Áãñéïò Ëåğñüò Ôïîüôçò
937	Áãñéïò Ëåğñüò Áñ÷çãüò
991	Ìïëõóìİíï Áõãü
992	Ëåğñüò Öïñİáò
993	ÃéãÜíôéïò Ëåğñüò Öïñİáò
1001	Äáéìïíéêüò Óôñáôéşôçò
1002	Äáéìïíéêüò Ôïîüôçò
1003	Äáéìïíéêüò ÁêïíôéóôŞò
1004	Äáéìïíéêüò ÓáìÜíïò
1031	Ğáñáíïúêüò Óôñáôéşôçò
1032	Ğáñáíïúêüò Ôïîüôçò
1033	Ğáñáíïúêüò ÁêïíôéóôŞò
1034	Ğáñáíïúêüò ÓáìÜíïò
1035	ÖÜíôáóìá ôçò ¸÷èñáò
1036	ÖÜíôáóìá ôïõ ×Üïõò
1037	Ğáñáíïúêüò Áñ÷çãüò
1038	Êñáíßï ÎéöïìÜ÷ïò
1039	ÉğôÜìåíï Êñáíßï
1040	ÁèÜíáôï ÖÜíôáóìá
1041	Äáéìïíéêü ÊôŞíïò
1061	Áìåßëéêôïò Óôñáôéşôçò
1062	Áìåßëéêôïò Ôïîüôçò
1063	Áìåßëéêôïò ÁêïíôéóôŞò
1064	Áìåßëéêôïò ÓáìÜíïò
1065	Âßáéï ÖÜíôáóìá ¸÷èñáò
1066	Âßáéï ÖÜíôáóìá ôïõ ×Üïõò
1067	Áìåßëéêôïò Áñ÷çãüò
1068	ÖÜíôáóìá ÎéöïìÜ÷ïò
1069	Âßáéï ÉğôÜìåíï Êñáíßï
1070	ÁèÜíáôï ÖÜíôáóìá
1071	Äáéìïíéêü ÊôŞíïò
1091	ÂáóéëéÜò Äáßìïíáò
1092	ĞåñŞö. Äáßìïíáò ÂáóéëéÜò
1093	×Üñïò
1094	Õøçëüò Äáßìïíáò ÂáóéëéÜò
1095	Ìğëå ÈÜíáôïò
1096	Áø»ç±Í¿Õ
1101	Ìáãåìİíïò ĞÜãïò
1102	ÖÜëáéíá ôùí ĞÜãùí
1103	¸íôïìï ôùí ĞÜãùí
1104	Ëİïíôáò ôùí ĞÜãùí
1105	Ğáãåñüò Üíèñùğïò ĞÜãùí
1106	Ãéİôé
1107	Ãêüëåì ôùí ĞÜãùí
1108	Ãêüëåì ôùí ĞÜãùí
1131	Èñáıóìá ĞÜãïõ Êüëáóçò
1132	ÖÜëáéíá ĞÜãùí Êüëáóçò
1133	¸íôïìï ĞÜãùí ôçò Êüëáóçò
1134	Ëİïíôáò ĞÜãùí Êüëáóçò
1135	Ğáãåñüò ¢íèñùğïò Êüëáóçò
1136	Ãéİôé ôçò Êüëáóçò
1137	Ãêüëåì ĞÜãùí Êüëáóçò
1138	Ãêüëåì ĞÜãùí Êüëáóçò
1151	Äáßìïíáò ôùí ĞÜãùí
1152	ÖÜëáéíá Äïëïöüíïò
1153	¸íôïìï ôùí ĞÜãùí
1154	Seol Gu
1155	Ğáãåñüò ¢íèñùğïò
1156	Ãßãáíôáò ôùí ĞÜãùí
1157	Ãêüëåì ôùí ĞÜãùí
1171	Ìáãåìİíïò ĞÜãïò
1172	¢ãñéá ÖÜëáéíá ôùí ĞÜãùí
1173	Áãñéï ¸íôïìï ôùí ĞÜãùí
1174	Áãñéïò Ëİïíôáò ôùí ĞÜãùí
1175	Êáêüò Ğáãåñüò ¢íèñùğïò
1176	Áãñéï Ãéİôé
1177	Áãñéï Ãêüëåì ôùí ĞÜãùí
1191	ÌÜãéóóá ôùí ĞÜãùí
1192	Éó÷õñŞ ÌÜãéóóá ôùí ĞÜãùí
1301	ÂÜôñá÷ïò Óôñáôéşôçò
1302	ÂÜôñá÷ïò Áñ÷çãüò
1303	ÅöéÜëôçò
1304	ÖÜíôáóìá Êßôñéíçò Ôßãñçò
1305	Óôñáôçãüò ÂÜôñá÷ïò
1306	Natulcien
1307	Natulcien
1308	Natulcien
1309	Natulcien
1310	Natulcien
1331	ÂÜôñá÷ïò Óôñáôéşôçò
1332	Ìİãáò ÂÜôñá÷ïò Áñ÷çãüò
1333	ÌåãÜëïò ÅöéÜëôçò
1334	Evil Natulcien
1335	Äéáâïëéêüò ÂÜôñá÷ïò
1336	Óôñáôçãüò ÂÜôñá÷ïò
1401	ÃéãÜíôéïò Óôñáôéşôçò
1402	ÃéãÜíôéïò Áíé÷íåõôŞò
1403	Ãßãáíôáò ×ßëéïé Ìá÷çôİò
1501	ÅêôïîåõôŞò Ğİôñáò
1502	Ğİôñéíï Ãêüëåì
1503	ÃéãÜíôéïò ÓöåíäïíéóôŞò
1601	ÃéãÜíôéïò ÅñãÜôçò
1602	ÃéãÜíôéïò ÅğéèåùñçôŞò
1603	Åêáôü Ãéãá-Ğïëåìéóôİò
1901	ÅííéÜ Ïõñİò
1902	ÅííéÜ Ïõñİò Åëßô
1903	ÅííéÜ Ïõñİò Åëßô
1904	ÅííéÜ Ïõñİò Åëßô
1905	ÅííéÜ Ïõñİò Åëßô
1906	ÅííéÜ Ïõñİò Åëßô
2001	ÌéêñŞ ÁñÜ÷íç
2002	Äçëçôçñéşäçò ÁñÜ÷íç
2003	Êüêêéíç ÁñÜ÷íç
2004	Áãñéá ÁñÜ÷íç
2005	ÁñÜ÷íç Ìá÷çôŞò
2031	Ìùñü Äçëçôçñéşä. ÁñÜ÷íç
2032	ÈáíÜóéìç ÁñÜ÷íç
2033	Ê. Äçëçôçñéşäç ÁñÜ÷íç
2034	Áãñéá Äçëçôçñéşä. ÁñÜ÷íç
2035	Äçëçô. ÁñÜ÷íç Ìá÷çôŞò
2036	ĞåñŞöáíç ÁñÜ÷íç Ìá÷çôŞò
2037	Äçëçô. ÁñÜ÷íç Ìá÷çôŞò
2051	Ìáíéşäçò ÌéêñŞ ÁñÜ÷íç
2052	Ìáíéşäçò ÈáíÜóéìç ÁñÜ÷íç
2053	Ìáíéşäçò Êüêêéíç ÁñÜ÷íç
2054	Ìáíéşäçò Áãñéá ÁñÜ÷íç
2055	Ìáíéşäçò ÁñÜ÷íç Ìá÷çôŞò
2061	ÌéêñŞ Äçëçôçñéşä. ÁñÜ÷íç
2062	ÈáíÜóéìç ÁñÜ÷íç
2063	Êüêêéíç ÈáíÜóéìç ÁñÜ÷íç
2064	Áãñéá Äçëçôçñéşä. ÁñÜ÷íç
2065	Äçëçô. ÁñÜ÷íç Ìá÷çôŞò
2071	Êôçíşäçò ÌéêñŞ ÁñÜ÷íç
2072	Êôçíşäçò ÈáíÜóéìç ÁñÜ÷íç
2073	Êôçíşäçò Êüêêéíç ÁñÜ÷íç
2074	Êôçíşäçò Áãñéá ÁñÜ÷íç
2075	Êôçíşäçò ÁñÜ÷íç Ìá÷çôŞò
2076	Êôçíşäçò ÁñÜ÷íç Áñ÷çãüò
2091	Âáóßëéóóá ÁñÜ÷íç
2092	Âáñşíç ÁñÜ÷íç
2093	Ìáıñç Âáóßëéóóá ÁñÜ÷íç
2094	Âáñşíïò ÁñÜ÷íç
2095	Áõãü ÁñÜ÷íçò
2101	Áëåğïı ôçò ÅñŞìïõ
2102	ÉğôÜìåíï ÌÜôé ôçò ÅñŞìïõ
2103	ÂáóéëéÜò Óêïñğéüò
2104	Íİïò ¢íäñáò Óêïñğéüò
2105	Ôïîüôçò Óêïñğéüò
2106	Ößäé ÎéöïìÜ÷ïò
2107	Ößäé Ôïîüôçò
2108	ĞáñÜíïìïò ôçò ÅñŞìïõ
2131	¢ãñéïò Áíèñùğïò Óêïñğéüò
2132	Ôïîüôçò Óêïñğéüò
2133	Ößäé ÎéöïìÜ÷ïò
2134	Ößäé Ôïîüôçò
2135	ĞáñÜíïìïò ôçò ÅñŞìïõ
2151	ÄõíáôŞ Áëåğïı ôçò ÅñŞìïõ
2152	Äõíáôüò Äåñâßóçò
2153	Äõí. ÂáóéëéÜò Óêïñğéüò
2154	Äõíáôüò Áíäñáò Óêïñğéüò
2155	Äõíáôüò Ôïîüôçò Óêïñğéüò
2156	Äõíáôü Ößäé ÎéöïìÜ÷ïò
2157	Äõíáôü Ößäé Ôïîüôçò
2158	Äõíáôüò ĞáñÜíïìïò ÅñŞì.
2191	ÃéãÜíôéá ×åëşíá
2192	Ìáıñç ÃéãÜíôéá ×åëşíá
2201	Ôßãñç Ìá÷çôŞò-ÓêëÜâïò
2202	ÖÜíôáóìá ôçò Öëüãáò
2203	Ôßãñç Ìá÷çôŞò
2204	Öëüãá
2205	ĞïëåìéóôŞò ôçò Öëüãáò
2206	ÂáóéëéÜò Öëüãáò
2207	Óêïô. ÂáóéëéÜò Öëüãáò
2231	ÄõíáôŞ Ôßãñç Ìá÷çôŞò-ÓêëÜ
2232	Äõíáôü ÖÜíôáóìá Öëüãáò
2233	ÄõíáôŞ Ôßãñç Ìá÷çôŞò
2234	Äõíáôü ÖÜíôáóìá Öëüãáò
2235	Äõíáôüò Ìá÷çôŞò Öëüãáò
2291	Êüêêéíïò ÄñÜêïò
2301	Äİíôñï ÖÜíôáóìá
2302	Êïñìüò ÖÜíôáóìá
2303	ÄñõÜäá
2304	ÉôéÜ ÖÜíôáóìá
2305	Äéáâïëéêü Äİíôñï
2306	ÃéãÜíôéï Äİíôñï ÖÜíôáóìá
2307	Êıñéïò Äİíôñïõ ÖÜíôáóìá
2311	Êüêêéíï Äİíôñï ÖÜíôáóìá
2312	Êüêêéíïò Êïñìüò ÖÜíôáóìá
2313	Êüêêéíç ÄñõÜäá
2314	Êüêêéíç ÉôéÜ ÖÜíôáóìá
2315	Êüêêéíï Äéáâïëéêü Äİíôñï
2401	ĞïëåìéóôŞò Setaou
2402	Êõíçãüò Setaou
2403	ÌÜíôéóóá Setaou
2404	Áñ÷çãüò Setaou
2411	Óôñáôéşôçò Setaou
2412	Ôïîüôçò Setaou
2413	Éİñåéá Setaou
2414	ÄéïéêçôŞò Setaou
2415	ÄéïéêçôŞò Setaou
2431	ÃµÀÇº´»ç
2432	ÃµÀÇ±Ãº´
2433	ÃµÀÇ¹ı»ç
2434	ÃµÀÇÀå¼ö
2451	ÁøÃµÀÇº´»ç
2452	ÁøÃµÀÇ±Ãº´
2453	ÁøÃµÀÇ¹ı»ç
2454	ÁøÃµÀÇÀå¼ö
2491	Ëï÷áãüò Yonghan
2492	Óôñáôçãüò Yonghan
2493	Beran-Setaou
2494	Ëï÷áãüò Huashin
2495	Óôñáôçãüò Huashin
2501	Ìİäïõóá ôçò Êüëáóçò
2502	Óêõëß ôçò Êüëáóçò
2503	Æüìğé
2504	Áîéùìáôéêüò ôçò Êüëáóçò
2505	Öıëáêáò ôçò Êüëáóçò
2506	Äéêİö. óêïğåõôŞò Êüëáóçò
2507	¢ñğáãáò ôçò Êüëáóçò
2508	ĞïëåìéóôŞò ôçò Êüëáóçò
2509	ÓêïğåõôŞò ôçò Êüëáóçò
2510	ÁêïíôéóôŞò Êüëáóçò
2511	Éåñİáò ôçò Êüëáóçò
2512	ÔáãìáôÜñ÷çò ôçò Êüëáóçò
2513	Óöáãİáò ôçò Êüëáóçò
2514	Óôñáôçãüò ôçò Êüëáóçò
2541	Êáêüò ĞïëåìéóôŞò Êüëáóçò
2542	Êáêüò Óêïğ. ôçò Êüëáóçò
2543	Êáêüò ÁêïíôéóôŞò Êüëáóçò
2544	Êáêüò Éåñİáò ôçò Êüëáóçò
2545	Êáêüò Ôáãìáô/÷çò Êüëáóçò
2546	Êáêüò Óöáãİáò Êüëáóçò
2547	Êáêüò Óôñáôçãüò Êüëáóçò
2591	ÔÜñôáñïò
2592	Ôİñáò ôçò Êüëáóçò
2593	Ôİñáò ôçò Êüëáóçò
2594	Ôİñáò ôçò Êüëáóçò
2595	¸ñåâïò
2596	Íåïóóüò ôïõ ÁæñáŞë
2597	×Üñùí
2598	ÁæñáŞë
2600	Æùäéáêüò ëıêïò
2601	Ìğëå æùäéáêüò ëıêïò
2602	Æùäéáêüò Lykos
2603	Æùäéáêüò ôïîüôçò
2604	Æùäéáêüò ÷ïßñïò
2605	Êüêêéíïò æùäéáêüò ÷ïßñïò
2606	ÆùäéáêŞ Scrofa
2607	ÆùäéáêŞ Mi-Jung
2608	ÆùäéáêŞ Bera
2609	ÆùäéáêŞ áñêïıäá
2610	ÆùäéáêŞ áñêïıäá Ãêñßæëõ
2611	ÆùäéáêŞ êáöİ áñêïıäá
2612	ÆùäéáêŞ Eun-Jung
2613	ÆùäéáêŞ Tigris
2614	ÆùäéáêŞ ôßãñç
2615	ËåõêŞ æùäéáêŞ ôßãñç
2616	ÆùäéáêŞ Se-Rang
2617	Æùäéáêüò Jin-Hee
2618	ÆùäéáêŞ ìéêñŞ áñÜ÷íç
2619	ÆùäéáêŞ äçë. áñÜ÷íç
2620	Êüê. æùäéáêŞ äçë. áñÜ÷íç
2621	ÆùäéáêŞ Üãñéá áñÜ÷íç
2622	ÆùäéáêŞ áñÜ÷íç ìá÷çôŞò
2623	Æùäéáêü öÜíôáóìá öëüãáò
2624	ÆùäéáêŞ ôßãñç ìá÷çôŞò
2625	ÆùäéáêŞ öëüãá
2626	Æùäéáêüò ğïëåì. öëüãáò
2627	Æùäéáêüò âáóéëéÜò öëüãáò
2628	Óêïô. æùä. âáóéë. öëüãáò
2629	¢ãñéïò æùä. ğåæéêÜñéïò
2630	¢ãñéïò æùä. áêüëïõèïò
2631	¢ãñéïò æùäéáêüò ôïîüôçò
2632	¢ãñéïò æùä. Óôñáôçãüò
2633	¢ãñéïò æùä. Ëï÷áãüò
2634	Ìáãåìİíïò æùä. ğÜãïò
2635	ÆùäéáêŞ öÜëáéíá ğÜãùí
2636	Æùäéáêü İíôïìï ğÜãùí
2637	Æùäéáêü ëéïíôÜñé ğÜãùí
2638	Ğáãåñüò æùä. Üíèñ. ğÜãùí
2639	Æùäéáêü Ãéİôé
2640	Æùäéáêü Ãêüëåì ğÜãùí
2641	ÆùäéáêŞ áëåğïı åñŞìïõ
2642	Æùäéáêüò âáóéë. Óêïñğéüò
2643	Æùäéáêü ößäé îéöïìÜ÷ïò
2644	Æùäéáêü ößäé ôïîüôçò
2645	Æùäéáêüò ğáñÜí. åñŞìïõ
2646	Æùäéáê. ìá÷. Ìáıñ. Ğôİñ.
2647	Æùä. ìáíéáê. Ìáıñ. Ğôİñ.
2648	Æùä. óêïğ. Ìáıñ. Ğôİñ.
2649	Æùäéáêüò Mahon
2650	Æùäéáêüò Bo
2651	Æùäéáêüò Goo-Pae
2652	Æùäéáêüò Chuong
2653	Êôçí. æùä. Üíäñáò-óêïñğ.
2654	Æùä. óêïğ. óêïñğéüò
2655	Æùäéáêüò Äåñâßóçò
2656	Æùä. âÜôñá÷ïò óôñáôéşôçò
2657	Æùä. âÜôñá÷ïò áñ÷çãüò
2658	Æùäéáêüò ÅöéÜëôçò
2659	Æùäéáêüò êáôáóôñïöİáò
2660	Æùäéáêüò ôóåêïõñïìÜ÷ïò
2661	Æùäéáêüò ×ßëéïé Ìá÷çôİò
2662	Óêïôåéíüò æùä. öáíáôéêüò
2663	Æùäéáêüò Arahan
2664	Æùäéáêüò óêïôåéí. ìá÷çô.
2665	Áíşô. óêïô. æùä. Arahan
2666	Æùäéáêüò óêïô. äŞìéïò
2667	Æùäéáêüò óêïô. âáóáíéóô.
2668	Æùäéáêüò åğéêëçôŞò
2669	ĞåñŞöáíï æùäéáêü Ïñê
2670	ĞåñŞö. æùä. áíé÷í. Ïñê
2671	ĞåñŞö. æùä. ìá÷çô. Ïñê
2672	ĞåñŞö. æùä. ìÜãïò Ïñê
2673	ĞåñŞö. æùä. Óôñáôçã. Ïñê
2674	Ìáıñï æùäéáêü Ïñê
2675	Ìáıñïò æùä. ãßãáíôáò Ïñê
2676	Æùä. áìáæüíá Êïêêéíïêë.
2677	Æùä. äïëïö. Êïêêéíïêëİö.
2678	Æùä. ìÜãïò Êïêêéíïêëİö.
2679	Æùä. äŞìéïò Êïêêéíïêëİö.
2680	Æùä. ìá÷çôŞò-êáâïıñé
2681	Æùä. óêïğåõôŞò óêïñğéüò
2682	Æùä. óôñáôéşôçò-ãáñßäá
2683	Äéáâïë. æùä. Åñçìßôçò
2684	Æùäéáêü èùñáê. êáâïıñé
2685	Æùäéáêüò ãéã. äáãêùôŞò
2686	Ãéã. æùäéáêüò óöÜ÷ôçò
2687	Æùäéáêüò ÌÜãïò
2688	Æùäéáêüò Äßãáíôáò
2689	Æùäéáêüò äŞìéïò ¼ãêåñ
2690	Æùäéáêüò óêïğ. ¼ãêåñ
2691	Æùäéáêüò ¼ãêåñ ğïëİì.
2692	Æùä. ìÜãïò ¼ãêåñ
2700	ÂÜñãêïõëö
2701	Óôñáôéşôçò ÂÜñãêïõëö
2702	Óôñáôçãüò ÂÜñãêïõëö
2703	Êİñâåñïò
2704	Êİñâåñïò-ößäé
2705	Êİñâåñïò-äñÜêïò
2706	Êİíôáõñïò
2707	Êİíôáõñïò ğïëåìéóôŞò
2708	Óôñáôçãüò Êİíôáõñïò
2709	Ìïëş÷
2710	ĞïëåìéóôŞò Ìïëş÷
2711	Óôñáôçãüò Ìïëş÷
2712	Èáíáôüöôåñïò
2713	Åîáíôëçì. Èáíáôüöôåñïò
2714	ÓÜğéïò Èáíáôüöôåñïò
2715	Æİöõñïò
2716	Ğïëåìßóôñéá Æİöõñïõ
2717	Óôñáôçãüò Æİöõñïõ
2718	Ïõñïıê
2719	ĞïëåìéóôŞò Ïõñïıê
2720	Óôñáôçãüò Ïõñïıê
2721	Öáíôßëá
2722	ĞïëåìéóôŞò Öáíôßëá
2723	Óôñáôçãüò Öáíôßëá
2724	ÓğáñôéÜôçò
2725	ÓğáñôéÜôçò óôñáôéşôçò
2726	ÓğáñôéÜôçò óôñáôçãüò
2727	ÊïêáëïìïíïìÜ÷ïò
2728	Êïêáëïìïíïì. óôñáôéşôçò
2729	Êïêáëïìïíïì. Óôñáôçãüò
2730	Óêáñáâáßïò Sagittarius
2731	Óêáñáâáßïò Gigantus
2732	Óêáñáâáßïò Virgo
2733	Óéäåñïôïîüôçò
2734	ÓéäåñïğïëåìéóôŞò
2735	ÓéäåñïóôñÜôçãïò
2736	ÖõãÜò
2737	Damage_Trap
2750	Áîéùìáôéêüò Æé
2751	Öıëáêáò Æé
2752	Óôñáôçãüò Æé
2760	Áîéùìáôéêüò Ôóïõ
2761	Öıëáêáò Ôóïõ
2762	Óôñáôçãüò Ôóïõ
2770	Áîéùìáôéêüò Ãéí
2771	Öıëáêáò Ãéí
2772	Óôñáôçãüò Ãéí
2780	Áîéùìáôéêüò ÌÜï
2781	Öıëáêáò ÌÜï
2782	Óôñáôçãüò ÌÜï
2790	Áîéùìáôéêüò Ôóåí
2791	Öıëáêáò Ôóåí
2792	Óôñáôçãüò Ôóåí
2800	Áîéùìáôéêüò Óé
2801	Öıëáêáò Óé
2802	Óôñáôçãüò Óé
2810	Áîéùìáôéêüò Ãïõ
2811	Öıëáêáò Ãïõ
2812	Óôñáôçãüò Ãïõ
2820	Áîéùìáôéêüò Ãïõİé
2821	Öıëáêáò Ãïõİé
2822	Óôñáôçãüò Ãïõİé
2830	Áîéùìáôéêüò Óåí
2831	Öıëáêáò Óåí
2832	Óôñáôçãüò Óåí
2840	Áîéùìáôéêüò Ãéïõ
2841	Öıëáêáò Ãéïõ
2842	Óôñáôçãüò Ãéïõ
2850	Áîéùìáôéêüò Îéïõ
2851	Öıëáêáò Îéïõ
2852	Óôñáôçãüò Îéïõ
2860	Áîéùìáôéêüò ×Üé
2861	Öıëáêáò ×Üé
2862	Óôñáôçãüò ×Üé
2900	Metin Áñïõñáßïõ
2901	Metin Âïõâáëéïı
2902	Metin Ôßãñçò
2903	Metin ÄñÜêïõ
2904	Metin Öéäéïı
2905	Metin Áëüãïõ
2906	Metin Êáôóßêáò
2907	Metin Ìáúìïıò
2908	Metin Óêıëïõ
3001	ĞïëåìéóôŞò Ãêíïëë
