VNUM	LOCALE_NAME
101	Ìáôùìİíï Óğáèß+1
102	Ìáôùìİíï Óğáèß+2
103	Ìáôùìİíï Óğáèß+3
104	Ìáôùìİíï Óğáèß+4
105	Ìáôùìİíï Óğáèß+5
106	Ìáôùìİíï Óğáèß+6
107	Ìáôùìİíï Óğáèß+7
108	Ìáôùìİíï Óğáèß+8
109	Ìáôùìİíï Óğáèß+9
110	Ìİãá Îßöïò+0
111	Ìİãá Îßöïò+1
112	Ìİãá Îßöïò+2
113	Ìİãá Îßöïò+3
114	Ìİãá Îßöïò+4
115	Ìİãá Îßöïò+5
116	Ìİãá Îßöïò+6
117	Ìİãá Îßöïò+7
118	Ìİãá Îßöïò+8
119	Ìİãá Îßöïò+9
120	Îßöïò ôïõ ÌÜãïõ+0
121	Îßöïò ôïõ ÌÜãïõ+1
122	Îßöïò ôïõ ÌÜãïõ+2
123	Îßöïò ôïõ ÌÜãïõ+3
124	Îßöïò ôïõ ÌÜãïõ+4
125	Îßöïò ôïõ ÌÜãïõ+5
126	Îßöïò ôïõ ÌÜãïõ+6
127	Îßöïò ôïõ ÌÜãïõ+7
128	Îßöïò ôïõ ÌÜãïõ+8
129	Îßöïò ôïõ ÌÜãïõ+9
130	Çìéóİëçíïò+0
131	Çìéóİëçíïò+1
132	Çìéóİëçíïò+2
133	Çìéóİëçíïò+3
134	Çìéóİëçíïò+4
135	Çìéóİëçíïò+5
136	Çìéóİëçíïò+6
137	Çìéóİëçíïò+7
138	Çìéóİëçíïò+8
139	Çìéóİëçíïò+9
140	ÓğÜèá ÌÜ÷çò+0
141	ÓğÜèá ÌÜ÷çò+1
142	ÓğÜèá ÌÜ÷çò+2
143	ÓğÜèá ÌÜ÷çò+3
144	ÓğÜèá ÌÜ÷çò+4
145	ÓğÜèá ÌÜ÷çò+5
146	ÓğÜèá ÌÜ÷çò+6
147	ÓğÜèá ÌÜ÷çò+7
148	ÓğÜèá ÌÜ÷çò+8
149	ÓğÜèá ÌÜ÷çò+9
150	Ëåğßäá ÖÜíôáóìá+0
151	Ëåğßäá ÖÜíôáóìá+1
152	Ëåğßäá ÖÜíôáóìá+2
153	Ëåğßäá ÖÜíôáóìá+3
154	Ëåğßäá ÖÜíôáóìá+4
155	Ëåğßäá ÖÜíôáóìá+5
156	Ëåğßäá ÖÜíôáóìá+6
157	Ëåğßäá ÖÜíôáóìá+7
158	Ëåğßäá ÖÜíôáóìá+8
159	Ëåğßäá ÖÜíôáóìá+9
160	Îùôéêü Îßöïò+0
161	Îùôéêü Îßöïò+1
162	Îùôéêü Îßöïò+2
163	Îùôéêü Îßöïò+3
164	Îùôéêü Îßöïò+4
165	Îùôéêü Îßöïò+5
166	Îùôéêü Îßöïò+6
167	Îùôéêü Îßöïò+7
168	Îùôéêü Îßöïò+8
169	Îùôéêü Îßöïò+9
170	Êåíôñß+0
171	Êåíôñß+1
172	Êåíôñß+2
173	Êåíôñß+3
174	Êåíôñß+4
175	Êåíôñß+5
176	Êåíôñß+6
177	Êåíôñß+7
178	Êåíôñß+8
179	Êåíôñß+9
180	Äçëçôçñéşäåò Óğáèß+0
181	Äçëçôçñéşäåò Óğáèß+1
182	Äçëçôçñéşäåò Óğáèß+2
183	Äçëçôçñéşäåò Óğáèß+3
184	Äçëçôçñéşäåò Óğáèß+4
185	Äçëçôçñéşäåò Óğáèß+5
186	Äçëçôçñéşäåò Óğáèß+6
187	Äçëçôçñéşäåò Óğáèß+7
188	Äçëçôçñéşäåò Óğáèß+8
189	Äçëçôçñéşäåò Óğáèß+9
190	Îßöïò ôïõ Ëİïíôá+0
191	Îßöïò ôïõ Ëİïíôá+1
192	Îßöïò ôïõ Ëİïíôá+2
193	Îßöïò ôïõ Ëİïíôá+3
194	Îßöïò ôïõ Ëİïíôá+4
195	Îßöïò ôïõ Ëİïíôá+5
196	Îßöïò ôïõ Ëİïíôá+6
197	Îßöïò ôïõ Ëİïíôá+7
198	Îßöïò ôïõ Ëİïíôá+8
199	Îßöïò ôïõ Ëİïíôá+9
200	ÊïöôåñŞ Ëåğßäá+0
201	ÊïöôåñŞ Ëåğßäá+1
202	ÊïöôåñŞ Ëåğßäá+2
203	ÊïöôåñŞ Ëåğßäá+3
204	ÊïöôåñŞ Ëåğßäá+4
205	ÊïöôåñŞ Ëåğßäá+5
206	ÊïöôåñŞ Ëåğßäá+6
207	ÊïöôåñŞ Ëåğßäá+7
208	ÊïöôåñŞ Ëåğßäá+8
209	ÊïöôåñŞ Ëåğßäá+9
210	ÈáíÜóéìç Ëåğßäá+0
211	ÈáíÜóéìç Ëåğßäá+1
212	ÈáíÜóéìç Ëåğßäá+2
213	ÈáíÜóéìç Ëåğßäá+3
214	ÈáíÜóéìç Ëåğßäá+4
215	ÈáíÜóéìç Ëåğßäá+5
216	ÈáíÜóéìç Ëåğßäá+6
217	ÈáíÜóéìç Ëåğßäá+7
218	ÈáíÜóéìç Ëåğßäá+8
219	ÈáíÜóéìç Ëåğßäá+9
220	Öåããáñïëåğßäá+0
221	Öåããáñïëåğßäá+1
222	Öåããáñïëåğßäá+2
223	Öåããáñïëåğßäá+3
224	Öåããáñïëåğßäá+4
225	Öåããáñïëåğßäá+5
226	Öåããáñïëåğßäá+6
227	Öåããáñïëåğßäá+7
228	Öåããáñïëåğßäá+8
229	Öåããáñïëåğßäá+9
230	ÏõñÜíéï Óğáèß+0
231	ÏõñÜíéï Óğáèß+1
232	ÏõñÜíéï Óğáèß+2
233	ÏõñÜíéï Óğáèß+3
234	ÏõñÜíéï Óğáèß+4
235	ÏõñÜíéï Óğáèß+5
236	ÏõñÜíéï Óğáèß+6
237	ÏõñÜíéï Óğáèß+7
238	ÏõñÜíéï Óğáèß+8
239	ÏõñÜíéï Óğáèß+9
240	ÅîïñêéóôŞò+0
241	ÅîïñêéóôŞò+1
242	ÅîïñêéóôŞò+2
243	ÅîïñêéóôŞò+3
244	ÅîïñêéóôŞò+4
245	ÅîïñêéóôŞò+5
246	ÅîïñêéóôŞò+6
247	ÅîïñêéóôŞò+7
248	ÅîïñêéóôŞò+8
249	ÅîïñêéóôŞò+9
250	Óğáèß ôïõ Äáßìïíá+0
251	Óğáèß ôïõ Äáßìïíá+1
252	Óğáèß ôïõ Äáßìïíá+2
253	Óğáèß ôïõ Äáßìïíá+3
254	Óğáèß ôïõ Äáßìïíá+4
255	Óğáèß ôïõ Äáßìïíá+5
256	Óğáèß ôïõ Äáßìïíá+6
257	Óğáèß ôïõ Äáßìïíá+7
258	Óğáèß ôïõ Äáßìïíá+8
259	Óğáèß ôïõ Äáßìïíá+9
260	Óğáèß ôïõ Âáñüíïõ+0
261	Óğáèß ôïõ Âáñüíïõ+1
262	Óğáèß ôïõ Âáñüíïõ+2
263	Óğáèß ôïõ Âáñüíïõ+3
264	Óğáèß ôïõ Âáñüíïõ+4
265	Óğáèß ôïõ Âáñüíïõ+5
266	Óğáèß ôïõ Âáñüíïõ+6
267	Óğáèß ôïõ Âáñüíïõ+7
268	Óğáèß ôïõ Âáñüíïõ+8
269	Óğáèß ôïõ Âáñüíïõ+9
270	Îßöïò ôïõ Ôñßôùíá+0
271	Îßöïò ôïõ Ôñßôùíá+1
272	Îßöïò ôïõ Ôñßôùíá+2
273	Îßöïò ôïõ Ôñßôùíá+3
274	Îßöïò ôïõ Ôñßôùíá+4
275	Îßöïò ôïõ Ôñßôùíá+5
276	Îßöïò ôïõ Ôñßôùíá+6
277	Îßöïò ôïõ Ôñßôùíá+7
278	Îßöïò ôïõ Ôñßôùíá+8
279	Îßöïò ôïõ Ôñßôùíá+9
280	Éåñü Îßöïò+0
281	Éåñü Îßöïò+1
282	Éåñü Îßöïò+2
283	Éåñü Îßöïò+3
284	Éåñü Îßöïò+4
285	Éåñü Îßöïò+5
286	Éåñü Îßöïò+6
287	Éåñü Îßöïò+7
288	Éåñü Îßöïò+8
289	Éåñü Îßöïò+9
290	Ğáíóİëçíï Óğáèß+0
291	Ğáíóİëçíï Óğáèß+1
292	Ğáíóİëçíï Óğáèß+2
293	Ğáíóİëçíï Óğáèß+3
294	Ğáíóİëçíï Óğáèß+4
295	Ğáíóİëçíï Óğáèß+5
296	Ğáíóİëçíï Óğáèß+6
297	Ğáíóİëçíï Óğáèß+7
298	Ğáíóİëçíï Óğáèß+8
299	Ğáíóİëçíï Óğáèß+9
300	ÆùäéáêŞ ëåğßäá+0
301	ÆùäéáêŞ ëåğßäá+1
302	ÆùäéáêŞ ëåğßäá+2
303	ÆùäéáêŞ ëåğßäá+3
304	ÆùäéáêŞ ëåğßäá+4
305	ÆùäéáêŞ ëåğßäá+5
306	ÆùäéáêŞ ëåğßäá+6
307	ÆùäéáêŞ ëåğßäá+7
308	ÆùäéáêŞ ëåğßäá+8
309	ÆùäéáêŞ ëåğßäá+9
310	Æùäéáêü óğáèß+0
311	Æùäéáêü óğáèß+1
312	Æùäéáêü óğáèß+2
313	Æùäéáêü óğáèß+3
314	Æùäéáêü óğáèß+4
315	Æùäéáêü óğáèß+5
316	Æùäéáêü óğáèß+6
317	Æùäéáêü óğáèß+7
318	Æùäéáêü óğáèß+8
319	Æùäéáêü óğáèß+9
320	Óğáèß Óêïôåéíüäñáêïõ+0
321	Óğáèß Óêïôåéíüäñáêïõ+1
322	Óğáèß Óêïôåéíüäñáêïõ+2
323	Óğáèß Óêïôåéíüäñáêïõ+3
324	Óğáèß Óêïôåéíüäñáêïõ+4
325	Óğáèß Óêïôåéíüäñáêïõ+5
326	Óğáèß Óêïôåéíüäñáêïõ+6
327	Óğáèß Óêïôåéíüäñáêïõ+7
328	Óğáèß Óêïôåéíüäñáêïõ+8
329	Óğáèß Óêïôåéíüäñáêïõ+9
330	Óğáèß Óêïôåéíüäñáêïõ+10
331	Óğáèß Óêïôåéíüäñáêïõ+11
332	Óğáèß Óêïôåéíüäñáêïõ+12
333	Óğáèß Óêïôåéíüäñáêïõ+13
334	Óğáèß Óêïôåéíüäñáêïõ+14
335	Óğáèß Óêïôåéíüäñáêïõ+15
340	ÊïğŞ Óêïôåéíüäñáêïõ+0
341	ÊïğŞ Óêïôåéíüäñáêïõ+1
342	ÊïğŞ Óêïôåéíüäñáêïõ+2
343	ÊïğŞ Óêïôåéíüäñáêïõ+3
344	ÊïğŞ Óêïôåéíüäñáêïõ+4
345	ÊïğŞ Óêïôåéíüäñáêïõ+5
346	ÊïğŞ Óêïôåéíüäñáêïõ+6
347	ÊïğŞ Óêïôåéíüäñáêïõ+7
348	ÊïğŞ Óêïôåéíüäñáêïõ+8
349	ÊïğŞ Óêïôåéíüäñáêïõ+9
350	ÊïğŞ Óêïôåéíüäñáêïõ+10
351	ÊïğŞ Óêïôåéíüäñáêïõ+11
352	ÊïğŞ Óêïôåéíüäñáêïõ+12
353	ÊïğŞ Óêïôåéíüäñáêïõ+13
354	ÊïğŞ Óêïôåéíüäñáêïõ+14
355	ÊïğŞ Óêïôåéíüäñáêïõ+15
360	Öéäïîßöïò+0
361	Öéäïîßöïò+1
362	Öéäïîßöïò+2
363	Öéäïîßöïò+3
364	Öéäïîßöïò+4
365	Öéäïîßöïò+5
366	Öéäïîßöïò+6
367	Öéäïîßöïò+7
368	Öéäïîßöïò+8
369	Öéäïîßöïò+9
370	Öéäïîßöïò+10
371	Öéäïîßöïò+11
372	Öéäïîßöïò+12
373	Öéäïîßöïò+13
374	Öéäïîßöïò+14
375	Öéäïîßöïò+15
376	Öéäïîßöïò(êáôáóê.)
380	Öéäïëåğßäá+0
381	Öéäïëåğßäá+1
382	Öéäïëåğßäá+2
383	Öéäïëåğßäá+3
384	Öéäïëåğßäá+4
385	Öéäïëåğßäá+5
386	Öéäïëåğßäá+6
387	Öéäïëåğßäá+7
388	Öéäïëåğßäá+8
389	Öéäïëåğßäá+9
390	Öéäïëåğßäá+10
391	Öéäïëåğßäá+11
392	Öéäïëåğßäá+12
393	Öéäïëåğßäá+13
394	Öéäïëåğßäá+14
395	Öéäïëåğßäá+15
396	Öéäïëåğßäá(êáôáóê.)
460	Óğáèß Ñïıíùí+0
461	Óğáèß Ñïıíùí+1
462	Óğáèß Ñïıíùí+2
463	Óğáèß Ñïıíùí+3
464	Óğáèß Ñïıíùí+4
465	Óğáèß Ñïıíùí+5
466	Óğáèß Ñïıíùí+6
467	Óğáèß Ñïıíùí+7
468	Óğáèß Ñïıíùí+8
469	Óğáèß Ñïıíùí+9
470	Ëåğßäá Äñáêüäïíôá+0
471	Ëåğßäá Äñáêüäïíôá+1
472	Ëåğßäá Äñáêüäïíôá+2
473	Ëåğßäá Äñáêüäïíôá+3
474	Ëåğßäá Äñáêüäïíôá+4
475	Ëåğßäá Äñáêüäïíôá+5
476	Ëåğßäá Äñáêüäïíôá+6
477	Ëåğßäá Äñáêüäïíôá+7
478	Ëåğßäá Äñáêüäïíôá+8
479	Ëåğßäá Äñáêüäïíôá+9
500	Óğáèß Êõáíßôç+0
501	Óğáèß Êõáíßôç+1
502	Óğáèß Êõáíßôç+2
503	Óğáèß Êõáíßôç+3
504	Óğáèß Êõáíßôç+4
505	Óğáèß Êõáíßôç+5
506	Óğáèß Êõáíßôç+6
507	Óğáèß Êõáíßôç+7
508	Óğáèß Êõáíßôç+8
509	Óğáèß Êõáíßôç+9
1000	Óôéëİôï+0
1001	Óôéëİôï+1
1002	Óôéëİôï+2
1003	Óôéëİôï+3
1004	Óôéëİôï+4
1005	Óôéëİôï+5
1006	Óôéëİôï+6
1007	Óôéëİôï+7
1008	Óôéëİôï+8
1009	Óôéëİôï+9
1010	Óôéëİôï Êüìğñáò+0
1011	Óôéëİôï Êüìğñáò+1
1012	Óôéëİôï Êüìğñáò+2
1013	Óôéëİôï Êüìğñáò+3
1014	Óôéëİôï Êüìğñáò+4
1015	Óôéëİôï Êüìğñáò+5
1016	Óôéëİôï Êüìğñáò+6
1017	Óôéëİôï Êüìğñáò+7
1018	Óôéëİôï Êüìğñáò+8
1019	Óôéëİôï Êüìğñáò+9
1020	Äéğëü Óôéëİôï+0
1021	Äéğëü Óôéëİôï+1
1022	Äéğëü Óôéëİôï+2
1023	Äéğëü Óôéëİôï+3
1024	Äéğëü Óôéëİôï+4
1025	Äéğëü Óôéëİôï+5
1026	Äéğëü Óôéëİôï+6
1027	Äéğëü Óôéëİôï+7
1028	Äéğëü Óôéëİôï+8
1029	Äéğëü Óôéëİôï+9
1030	Ôõ÷åñü Ìá÷áßñé+0
1031	Ôõ÷åñü Ìá÷áßñé+1
1032	Ôõ÷åñü Ìá÷áßñé+2
1033	Ôõ÷åñü Ìá÷áßñé+3
1034	Ôõ÷åñü Ìá÷áßñé+4
1035	Ôõ÷åñü Ìá÷áßñé+5
1036	Ôõ÷åñü Ìá÷áßñé+6
1037	Ôõ÷åñü Ìá÷áßñé+7
1038	Ôõ÷åñü Ìá÷áßñé+8
1039	Ôõ÷åñü Ìá÷áßñé+9
1040	Amakir+0
1041	Amakir+1
1042	Amakir+2
1043	Amakir+3
1044	Amakir+4
1045	Amakir+5
1046	Amakir+6
1047	Amakir+7
1048	Amakir+8
1049	Amakir+9
1050	Äéáâïëéêü Óôéëİôï+0
1051	Äéáâïëéêü Óôéëİôï+1
1052	Äéáâïëéêü Óôéëİôï+2
1053	Äéáâïëéêü Óôéëİôï+3
1054	Äéáâïëéêü Óôéëİôï+4
1055	Äéáâïëéêü Óôéëİôï+5
1056	Äéáâïëéêü Óôéëİôï+6
1057	Äéáâïëéêü Óôéëİôï+7
1058	Äéáâïëéêü Óôéëİôï+8
1059	Äéáâïëéêü Óôéëİôï+9
1060	ÄéáâïëéêŞ ÃñïèéÜ+0
1061	ÄéáâïëéêŞ ÃñïèéÜ+1
1062	ÄéáâïëéêŞ ÃñïèéÜ+2
1063	ÄéáâïëéêŞ ÃñïèéÜ+3
1064	ÄéáâïëéêŞ ÃñïèéÜ+4
1065	ÄéáâïëéêŞ ÃñïèéÜ+5
1066	ÄéáâïëéêŞ ÃñïèéÜ+6
1067	ÄéáâïëéêŞ ÃñïèéÜ+7
1068	ÄéáâïëéêŞ ÃñïèéÜ+8
1069	ÄéáâïëéêŞ ÃñïèéÜ+9
1070	Ìáôùìİíï Óôéëİôï+0
1071	Ìáôùìİíï Óôéëİôï+1
1072	Ìáôùìİíï Óôéëİôï+2
1073	Ìáôùìİíï Óôéëİôï+3
1074	Ìáôùìİíï Óôéëİôï+4
1075	Ìáôùìİíï Óôéëİôï+5
1076	Ìáôùìİíï Óôéëİôï+6
1077	Ìáôùìİíï Óôéëİôï+7
1078	Ìáôùìİíï Óôéëİôï+8
1079	Ìáôùìİíï Óôéëİôï+9
1080	Êïöôåñü Ìá÷áßñé+0
1081	Êïöôåñü Ìá÷áßñé+1
1082	Êïöôåñü Ìá÷áßñé+2
1083	Êïöôåñü Ìá÷áßñé+3
1084	Êïöôåñü Ìá÷áßñé+4
1085	Êïöôåñü Ìá÷áßñé+5
1086	Êïöôåñü Ìá÷áßñé+6
1087	Êïöôåñü Ìá÷áßñé+7
1088	Êïöôåñü Ìá÷áßñé+8
1089	Êïöôåñü Ìá÷áßñé+9
1090	Êïöôåñüò äßóêïò+0
1091	Êïöôåñüò äßóêïò+1
1092	Êïöôåñüò äßóêïò+2
1093	Êïöôåñüò äßóêïò+3
1094	Êïöôåñüò äßóêïò+4
1095	Êïöôåñüò äßóêïò+5
1096	Êïöôåñüò äßóêïò+6
1097	Êïöôåñüò äßóêïò+7
1098	Êïöôåñüò äßóêïò+8
1099	Êïöôåñüò äßóêïò+9
1100	Äñáêüíôåéï ìá÷áßñé+0
1101	Äñáêüíôåéï ìá÷áßñé+1
1102	Äñáêüíôåéï ìá÷áßñé+2
1103	Äñáêüíôåéï ìá÷áßñé+3
1104	Äñáêüíôåéï ìá÷áßñé+4
1105	Äñáêüíôåéï ìá÷áßñé+5
1106	Äñáêüíôåéï ìá÷áßñé+6
1107	Äñáêüíôåéï ìá÷áßñé+7
1108	Äñáêüíôåéï ìá÷áßñé+8
1109	Äñáêüíôåéï ìá÷áßñé+9
1110	Ìá÷áßñé ÁóôñáğŞ+0
1111	Ìá÷áßñé ÁóôñáğŞ+1
1112	Ìá÷áßñé ÁóôñáğŞ+2
1113	Ìá÷áßñé ÁóôñáğŞ+3
1114	Ìá÷áßñé ÁóôñáğŞ+4
1115	Ìá÷áßñé ÁóôñáğŞ+5
1116	Ìá÷áßñé ÁóôñáğŞ+6
1117	Ìá÷áßñé ÁóôñáğŞ+7
1118	Ìá÷áßñé ÁóôñáğŞ+8
1119	Ìá÷áßñé ÁóôñáğŞ+9
1120	Óéáìáßï Ìá÷áßñé+0
1121	Óéáìáßï Ìá÷áßñé+1
1122	Óéáìáßï Ìá÷áßñé+2
1123	Óéáìáßï Ìá÷áßñé+3
1124	Óéáìáßï Ìá÷áßñé+4
1125	Óéáìáßï Ìá÷áßñé+5
1126	Óéáìáßï Ìá÷áßñé+6
1127	Óéáìáßï Ìá÷áßñé+7
1128	Óéáìáßï Ìá÷áßñé+8
1129	Óéáìáßï Ìá÷áßñé+9
1130	Äéáâïëéêü Chakram+0
1131	Äéáâïëéêü Chakram+1
1132	Äéáâïëéêü Chakram+2
1133	Äéáâïëéêü Chakram+3
1134	Äéáâïëéêü Chakram+4
1135	Äéáâïëéêü Chakram+5
1136	Äéáâïëéêü Chakram+6
1137	Äéáâïëéêü Chakram+7
1138	Äéáâïëéêü Chakram+8
1139	Äéáâïëéêü Chakram+9
1140	Ğñéïíùôü Ìá÷áßñé+0
1141	Ğñéïíùôü Ìá÷áßñé+1
1142	Ğñéïíùôü Ìá÷áßñé+2
1143	Ğñéïíùôü Ìá÷áßñé+3
1144	Ğñéïíùôü Ìá÷áßñé+4
1145	Ğñéïíùôü Ìá÷áßñé+5
1146	Ğñéïíùôü Ìá÷áßñé+6
1147	Ğñéïíùôü Ìá÷áßñé+7
1148	Ğñéïíùôü Ìá÷áßñé+8
1149	Ğñéïíùôü Ìá÷áßñé+9
1150	Çëéüöùôï Ìá÷áßñé+0
1151	Çëéüöùôï Ìá÷áßñé+1
1152	Çëéüöùôï Ìá÷áßñé+2
1153	Çëéüöùôï Ìá÷áßñé+3
1154	Çëéüöùôï Ìá÷áßñé+4
1155	Çëéüöùôï Ìá÷áßñé+5
1156	Çëéüöùôï Ìá÷áßñé+6
1157	Çëéüöùôï Ìá÷áßñé+7
1158	Çëéüöùôï Ìá÷áßñé+8
1159	Çëéüöùôï Ìá÷áßñé+9
1160	ĞïôáìŞóéï Ìá÷áßñé+0
1161	ĞïôáìŞóéï Ìá÷áßñé+1
1162	ĞïôáìŞóéï Ìá÷áßñé+2
1163	ĞïôáìŞóéï Ìá÷áßñé+3
1164	ĞïôáìŞóéï Ìá÷áßñé+4
1165	ĞïôáìŞóéï Ìá÷áßñé+5
1166	ĞïôáìŞóéï Ìá÷áßñé+6
1167	ĞïôáìŞóéï Ìá÷áßñé+7
1168	ĞïôáìŞóéï Ìá÷áßñé+8
1169	ĞïôáìŞóéï Ìá÷áßñé+9
1170	Ìáıñï Óôéëİôï+0
1171	Ìáıñï Óôéëİôï+1
1172	Ìáıñï Óôéëİôï+2
1173	Ìáıñï Óôéëİôï+3
1174	Ìáıñï Óôéëİôï+4
1175	Ìáıñï Óôéëİôï+5
1176	Ìáıñï Óôéëİôï+6
1177	Ìáıñï Óôéëİôï+7
1178	Ìáıñï Óôéëİôï+8
1179	Ìáıñï Óôéëİôï+9
1180	Æùäéáêü óôéëİôï+0
1181	Æùäéáêü óôéëİôï+1
1182	Æùäéáêü óôéëİôï+2
1183	Æùäéáêü óôéëİôï+3
1184	Æùäéáêü óôéëİôï+4
1185	Æùäéáêü óôéëİôï+5
1186	Æùäéáêü óôéëİôï+6
1187	Æùäéáêü óôéëİôï+7
1188	Æùäéáêü óôéëİôï+8
1189	Æùäéáêü óôéëİôï+9
1190	Óôéëİôï Óêïôåéíüäñ.+0
1191	Óôéëİôï Óêïôåéíüäñ.+1
1192	Óôéëİôï Óêïôåéíüäñ.+2
1193	Óôéëİôï Óêïôåéíüäñ.+3
1194	Óôéëİôï Óêïôåéíüäñ.+4
1195	Óôéëİôï Óêïôåéíüäñ.+5
1196	Óôéëİôï Óêïôåéíüäñ.+6
1197	Óôéëİôï Óêïôåéíüäñ.+7
1198	Óôéëİôï Óêïôåéíüäñ.+8
1199	Óôéëİôï Óêïôåéíüäñ.+9
1200	Óôéëİôï Óêïôåéíüäñ.+10
1201	Óôéëİôï Óêïôåéíüäñ.+11
1202	Óôéëİôï Óêïôåéíüäñ.+12
1203	Óôéëİôï Óêïôåéíüäñ.+13
1204	Óôéëİôï Óêïôåéíüäñ.+14
1205	Óôéëİôï Óêïôåéíüäñ.+15
1210	Öéäïóôéëİôï+0
1211	Öéäïóôéëİôï+1
1212	Öéäïóôéëİôï+2
1213	Öéäïóôéëİôï+3
1214	Öéäïóôéëİôï+4
1215	Öéäïóôéëİôï+5
1216	Öéäïóôéëİôï+6
1217	Öéäïóôéëİôï+7
1218	Öéäïóôéëİôï+8
1219	Öéäïóôéëİôï+9
1220	Öéäïóôéëİôï+10
1221	Öéäïóôéëİôï+11
1222	Öéäïóôéëİôï+12
1223	Öéäïóôéëİôï+13
1224	Öéäïóôéëİôï+14
1225	Öéäïóôéëİôï+15
1226	Öéäïóôéëİôï(êáôáóê.)
1340	Ëåğßäá Ğİíôå Óôïé÷åßùí+0
1341	Ëåğßäá Ğİíôå Óôïé÷åßùí+1
1342	Ëåğßäá Ğİíôå Óôïé÷åßùí+2
1343	Ëåğßäá Ğİíôå Óôïé÷åßùí+3
1344	Ëåğßäá Ğİíôå Óôïé÷åßùí+4
1345	Ëåğßäá Ğİíôå Óôïé÷åßùí+5
1346	Ëåğßäá Ğİíôå Óôïé÷åßùí+6
1347	Ëåğßäá Ğİíôå Óôïé÷åßùí+7
1348	Ëåğßäá Ğİíôå Óôïé÷åßùí+8
1349	Ëåğßäá Ğİíôå Óôïé÷åßùí+9
1500	Óôéëİôï Êõáíßôç+0
1501	Óôéëİôï Êõáíßôç+1
1502	Óôéëİôï Êõáíßôç+2
1503	Óôéëİôï Êõáíßôç+3
1504	Óôéëİôï Êõáíßôç+4
1505	Óôéëİôï Êõáíßôç+5
1506	Óôéëİôï Êõáíßôç+6
1507	Óôéëİôï Êõáíßôç+7
1508	Óôéëİôï Êõáíßôç+8
1509	Óôéëİôï Êõáíßôç+9
2000	Ôüîï+0
2001	Ôüîï+1
