VNUM	LOCALE_NAME
2512	ÑÇÆÏ ÇáÌÍíã
2513	ÓİøÇß ÇáÌÍíã
2514	ÌäÑÇá ÇáÌÍíã
2541	ãÍÇÑÈ ÇáÌÍíã ÇáÔÑíÑ
2542	ŞäÇÕ ÇáÌÍíã ÇáÔÑíÑ
2543	ÑÇãí ÑãÇÍ ÇáÌÍíã ÇáÔÑíÑ
2544	ßÇåä ÇáÌÍíã ÇáÔÑíÑ
2545	ÑÇÆÏ ÇáÌÍíã ÇáÔÑíÑ
2546	ÓİøÇß ÇáÌÍíã ÇáÔÑíÑ
2547	ÌäÑÇá ÇáÌÍíã ÇáÔÑíÑ
2591	ÊÇÑËÇÑæÓ
2592	æŞÍ ÇáÌÍíã
2593	æŞÍ ÇáÌÍíã
2594	æŞÍ ÇáÌÍíã
2595	ÅíÑíÈæÓ
2596	İÑÎ İÑÚÇÆíá
2597	ÔÑíæä
2598	İÑÚÇÆíá
2600	ĞÆÈ ÒæÏíÇß
2601	ĞÆÈ ÒæÏíÇß ÇáÃÒÑŞ
2602	áíßæÓ ÒæÏíÇß
2603	ÑÇãí ÒæÏíÇß
2604	ÎäÒíÑ ÒæÏíÇß ÇáÈÑí
2605	ÎäÒíÑ ÒæÏíÇß ÈÑí ÃÍãÑ
2606	ÓßÑæİÇ ÒæÏíÇß
2607	ãí-ÌæäÛ ÒæÏíÇß
2608	ÈÑÇ ÒæÏíÇß
2609	ÏÈ ÒæÏíÇß
2610	ÏÈ ÒæÏíÇß ÇáÃÔíÈ
2611	ÏÈ ÒæÏíÇß ÇáÈäí
2612	Çæä-ÌæäÛ ÒæÏíÇß
2613	ÊíÛÑÓ ÒæÏíÇß
2614	äãÑ ÒæÏíÇß
2615	äãÑ ÒæÏíÇß ÇáÃÈíÖ
2616	Óí-ÑÇäÛ ÒæÏíÇß
2617	Ìä-åí ÒæÏíÇß
2618	ÚäßÈæÊ ÒæÏíÇß ÇáÑÖíÚ
2619	ÚäßÈæÊ ÒæÏíÇß ÇáÓÇã
2620	ÚäßÈæÊ ÒæÏíÇß ÓÇã ÃÍãÑ
2621	ÚäßÈæÊ ÒæÏíÇß Ğæ ãÎáÈ
2622	ÌäÏí ÚäßÈæÊ ÒæÏíÇß
2623	ÔÈÍ ÒæÏíÇß ÇáäÇÑí
2624	äãÑ ÒæÏíÇß ÇáãŞÇÊá
2625	äÇÑ ÒæÏíÇß
2626	ãÍÇÑÈ ÒæÏíÇß ÇáäÇÑí
2627	ãáß ÇáäøÇÑ ÒæÏíÇß
2628	ãáß ÇáäøÇÑ ÙáÇãí ÒæÏíÇß
2629	ÌäÏí ãÊæÍÔ ÒæÏíÇß
2630	ãØíÚ ãÊæÍÔ ÒæÏíÇß
2631	Ñ. ÓåÇã ãÊæÍÔ ÒæÏíÇß
2632	ŞÇÆÏ ÒæÏíÇß æÍÔí
2633	ÒÚíã ÒæÏíÇß æÍÔí
2634	ÌáíÏ ÒæÏíÇß ãÓÍæÑ
2635	ÍæÊ ÌáíÏí ŞÇÊá ÒæÏíÇß
2636	ÍÔÑÉ ÇáÌáíÏ ÒæÏíÇß
2637	ÃÓÏ ÇáÌáíÏ ÒæÏíÇß
2638	ÑÌá ÇáËáÌ ÒæÏíÇß
2639	íÊí ÒæÏíÇß
2640	ÊãËÇá ÇáÌáíÏ ÒæÏíÇß
2641	ËÚáÈ ÇáÕÍÑÇÁ ÒæÏíÇß
2642	ÇáÚŞÑÈ Çáãáß ÒæÏíÇß
2643	ãÍÇÑÈ ÃİÇÚí ÒæÏíÇß
2644	ÑÇãí ÓåÇã ËÚÈÇäí ÒæÏíÇß
2645	ŞÇØÚ ØÑíŞ ÕÍÑÇæí ÒæÏíÇß
2646	ÌäÏí ÇáÑíÍ ÇáÃÓæÏ ÒæÏíÇß
2647	ãåææÓ Ñ. Ã. ÒæÏíÇß
2648	ÑÇãí ÓåÇã Ñ. Ã. ÒæÏíÇß
2649	ãÇåæä ÒæÏíÇß
2650	Èæ ÒæÏíÇß
2651	Ûæ-Èí ÒæÏíÇß
2652	ÔææäÛ ÒæÏíÇß
2653	ÑÌá ÚŞÑÈí ã. ÒæÏíÇß
2654	ÑÇãí ÚŞÑÈí ã. ÒæÏíÇß
2655	ÏÑæíÔ ÒæÏíÇß
2656	Ì. ÖİÏÚ ÇáÔÌÑÉ ÒæÏíÇß
2657	Ş. ÖİÏÚ ÇáÔÌÑÉ ÒæÏíÇß
2658	ÈÚÈÚ ÒæÏíÇß
2659	ãÏãÑ ÒæÏíÇß
2660	ãÍÇÑÈ İÃÓ ÒæÏíÇß
2661	Ãáİ ãÍÇÑÈ ÒæÏíÇß
2662	ãÊÚÕÈ ÙáÇãí ÒæÏíÇß
2663	ÂÑÇåÇä ÒæÏíÇß
2664	ãÍÇÑÈ ÔÑíÑ ÒæÏíÇß
2665	ŞÇÆÏ ÂÑÇåÇä ÔÑíÑ ÒæÏíÇß
2666	ÌáÇÏ ÔÑíÑ ÒæÏíÇß
2667	ãÖØåÏ ÔÑíÑ ÒæÏíÇß
2668	ãÔÚæĞ ÒæÏíÇß
2669	Ûæá İÎæÑ ÒæÏíÇß
2670	ÌÇÓæÓ Ûæá İÎæÑ ÒæÏíÇß
2671	ãŞÇÊá Ûæá İÎæÑ ÒæÏíÇß
2672	ÓÇÍÑ Ûæá İÎæÑ ÒæÏíÇß
2673	ŞÇÆÏ Ûæá İÎæÑ ÒæÏíÇß
2674	Ûæá ÃÓæÏ ÒæÏíÇß
2675	Ûæá ßÈíÑ ÃÓæÏ ÒæÏíÇß
2676	ãÍÇÑÈ áÕ ÃÍãÑ ÒæÏíÇß
2677	ÓİÇÍ áÕ ÃÍãÑ ÒæÏíÇß
2678	ÓÇÍÑ áÕ ÃÍãÑ ÒæÏíÇß
2679	ÌáÇÏ áÕ ÃÍãÑ ÒæÏíÇß
2680	ãŞÇÊá ÓáØÚæä ÒæÏíÇß
2681	ÇáÑÇãí ÇáÚŞÑÈ ÒæÏíÇß
2682	ÌäÏí ÑæÈíÇä ÒæÏíÇß
2683	äÇÓß ÔíØÇäí ÒæÏíÇß
